Aporia_crataegi_abd-A	abd-A
Aporia_crataegi_ftz	ftz
Aporia_crataegi_lab	lab
Aporia_crataegi_zen	zen
Papilio_machaon_Abd-B	Abd-B
Papilio_machaon_Antp	Antp
Papilio_machaon_Dfd	Dfd
Papilio_machaon_Pb	Pb
Papilio_machaon_Scr	Scr
Papilio_machaon_ShxA	ShxA
Papilio_machaon_ShxB	ShxB
Papilio_machaon_ShxC	ShxC
Papilio_machaon_ShxD	ShxD
Papilio_machaon_Ubx	Ubx
Papilio_machaon_abd-A	abd-A
Papilio_machaon_ftz	ftz
Papilio_machaon_lab	lab
Papilio_machaon_zen	zen
Hydriomena_furcata_Abd-B	Abd-B
Hydriomena_furcata_Antp	Antp
Hydriomena_furcata_Dfd	Dfd
Hydriomena_furcata_Scr	Scr
Hydriomena_furcata_ShxA	ShxA
Hydriomena_furcata_ShxB	ShxB
Hydriomena_furcata_ShxC	ShxC
Hydriomena_furcata_ShxD	ShxD
Hydriomena_furcata_Ubx	Ubx
Hydriomena_furcata_abd-A	abd-A
Hydriomena_furcata_ftz	ftz
Hydriomena_furcata_lab	lab
Hydriomena_furcata_zen	zen
